account_id,risk_rating,typology_ground_truth,model_score,graph_score,text_score,fused_risk_score,flagged_by_access_anomaly,has_incident_timeline,rationale,recommended_action
800115CA0,Low,mule_laundering,0.9378663,1,1.0,96.90012318339838,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster; linked AML case note with a fraud/laundering typology label,Investigate + enhanced monitoring
8028F2650,High,mule_laundering,0.87429625,1,1.0,93.72116048185082,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster; linked AML case note with a fraud/laundering typology label,Investigate + enhanced monitoring
8079DDC30,Medium,mule_laundering,0.86655545,1,1.0,93.3340644964784,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster; linked AML case note with a fraud/laundering typology label,Investigate + enhanced monitoring
811825F40,Low,mule_laundering,0.8633659,1,1.0,93.17456314997348,True,True,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster; linked AML case note with a fraud/laundering typology label; anomalous login behaviour flagged by the access-anomaly model,ESCALATE to MLRO + hold outbound transfers
80A99BDA0,Low,mule_laundering,0.8124695,1,1.0,90.62937329011844,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster; linked AML case note with a fraud/laundering typology label,Investigate + enhanced monitoring
80098A3D0,Low,mule_laundering,0.7528794,1,1.0,87.6494355532298,True,True,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster; linked AML case note with a fraud/laundering typology label; anomalous login behaviour flagged by the access-anomaly model,ESCALATE to MLRO + hold outbound transfers
80FD04790,Low,mule_laundering,0.7232048,1,1.0,86.16549060878917,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster; linked AML case note with a fraud/laundering typology label,Investigate + enhanced monitoring
811A12A90,Low,mule_laundering,0.7077903,1,1.0,85.39465486685592,True,True,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster; linked AML case note with a fraud/laundering typology label; anomalous login behaviour flagged by the access-anomaly model,ESCALATE to MLRO + hold outbound transfers
812D127D0,Low,mule_laundering,0.6681392,1,1.0,83.41181217283943,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster; linked AML case note with a fraud/laundering typology label,Investigate + enhanced monitoring
801DAF060,Medium,mule_laundering,0.6247365,1,1.0,81.24136046118744,True,True,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster; linked AML case note with a fraud/laundering typology label; anomalous login behaviour flagged by the access-anomaly model,ESCALATE to MLRO + hold outbound transfers
811EDAA30,Medium,mule_laundering,0.6209165,1,1.0,81.05033262077492,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster; linked AML case note with a fraud/laundering typology label,Investigate + enhanced monitoring
803C925B0,High,mule_laundering,0.9971029,1,0.0,79.86238559672346,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80E3027B0,Low,mule_laundering,0.9957437,1,0.0,79.79441451162668,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80FA75C10,Medium,mule_laundering,0.99536383,1,0.0,79.77541873345962,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80203B990,Low,mule_laundering,0.9950681,1,0.0,79.76062867363457,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
808E06810,Medium,mule_laundering,0.9949568,1,0.0,79.75506377204381,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80F11E180,Low,mule_laundering,0.9940041,1,0.0,79.70742082237767,True,True,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,ESCALATE to MLRO + hold outbound transfers
8080CCA70,Low,mule_laundering,0.99362683,1,0.0,79.68855619347144,True,True,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,ESCALATE to MLRO + hold outbound transfers
80E146250,Medium,mule_laundering,0.9935401,1,0.0,79.68421932586858,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80760C4D0,Medium,mule_laundering,0.99336606,1,0.0,79.67551578401265,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80E4D7D80,Low,mule_laundering,0.99313825,1,0.0,79.66412368230944,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
8043A6650,Low,mule_laundering,0.99303705,1,0.0,79.65906251310693,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80BC00080,Low,mule_laundering,0.99293715,1,0.0,79.65406691853482,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
800E84250,Low,mule_laundering,0.9927412,1,0.0,79.64426947261687,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
800669CE0,High,mule_laundering,0.9926146,1,0.0,79.63793854011618,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80C6B4620,Low,mule_laundering,0.99248827,1,0.0,79.63161953027557,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80AE61F10,Medium,mule_laundering,0.99239266,1,0.0,79.62683854358485,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
800142410,Medium,mule_laundering,0.99228,1,0.0,79.62120508669865,True,True,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,ESCALATE to MLRO + hold outbound transfers
80C6E9A60,High,mule_laundering,0.992243,1,0.0,79.61935409372177,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80420E360,Medium,mule_laundering,0.9921172,1,0.0,79.61306489053135,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80D454600,Medium,mule_laundering,0.99188554,1,0.0,79.60147904560189,True,True,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,ESCALATE to MLRO + hold outbound transfers
802AD2A00,Low,mule_laundering,0.9918526,1,0.0,79.5998307378463,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
8002D9F80,High,mule_laundering,0.9915405,1,0.0,79.58422397580603,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
805284730,Medium,mule_laundering,0.99134237,1,0.0,79.57431624528235,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
811F005C0,Low,mule_laundering,0.9912059,1,0.0,79.5674905223885,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80AEBD9D0,Low,mule_laundering,0.9911377,1,0.0,79.56408064160658,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80E2226E0,Medium,mule_laundering,0.59075797,1,1.0,79.5421876570438,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster; linked AML case note with a fraud/laundering typology label,Investigate + enhanced monitoring
80EE2B9B0,Low,mule_laundering,0.9904389,1,0.0,79.52913532492202,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80E05A280,Medium,mule_laundering,0.9900535,1,0.0,79.50986234490817,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80D0E9FB0,Medium,mule_laundering,0.9895084,1,0.0,79.48260416330804,True,True,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,ESCALATE to MLRO + hold outbound transfers
8001B8900,Medium,mule_laundering,0.98930335,1,0.0,79.47235067564213,True,True,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,ESCALATE to MLRO + hold outbound transfers
803A568D0,Low,mule_laundering,0.9889697,1,0.0,79.45566491286492,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
807FDA6D0,Medium,mule_laundering,0.9887701,1,0.0,79.4456856463808,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80A8A0F70,Medium,mule_laundering,0.9885046,1,0.0,79.43240678372047,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
810847820,Low,mule_laundering,0.9883456,1,0.0,79.42445735011438,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80C8CE650,Low,mule_laundering,0.9883314,1,0.0,79.42374497117481,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80F177DB0,Medium,mule_laundering,0.9880504,1,0.0,79.40969411627452,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
807A05580,Low,mule_laundering,0.9879704,1,0.0,79.40569406381881,True,True,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,ESCALATE to MLRO + hold outbound transfers
812FAD470,Low,mule_laundering,0.98710376,1,0.0,79.36235519444033,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
8025D1EB0,Low,mule_laundering,0.98707974,1,0.0,79.3611539864376,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80D519890,Low,mule_laundering,0.9870516,1,0.0,79.35974711254856,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
811A32DC0,Low,mule_laundering,0.9869468,1,0.0,79.35450710344489,True,True,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,ESCALATE to MLRO + hold outbound transfers
80795A080,Low,mule_laundering,0.9864383,1,0.0,79.32907606950148,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
811A5D510,Low,mule_laundering,0.9862307,1,0.0,79.31869441323977,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80C4F7380,Low,mule_laundering,0.98617744,1,0.0,79.31603267937766,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
804ABF900,Medium,mule_laundering,0.9861292,1,0.0,79.31362132137717,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80600C430,Low,mule_laundering,0.9854386,1,0.0,79.27908435580025,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80062C960,Low,mule_laundering,0.9849306,1,0.0,79.253680147842,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
8113D8850,Medium,mule_laundering,0.9848667,1,0.0,79.25048487494146,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80C51C390,Low,mule_laundering,0.98453426,1,0.0,79.23386170612964,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80FBB04F0,Medium,mule_laundering,0.9840424,1,0.0,79.2092652583916,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80342F060,Low,mule_laundering,0.98402435,1,0.0,79.20836211689078,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
802DD7890,Low,mule_laundering,0.9838642,1,0.0,79.20035306998432,True,True,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,ESCALATE to MLRO + hold outbound transfers
800459750,Low,mule_laundering,0.58386695,1,1.0,79.19758701284945,True,True,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster; linked AML case note with a fraud/laundering typology label; anomalous login behaviour flagged by the access-anomaly model,ESCALATE to MLRO + hold outbound transfers
80A6A9B40,Medium,mule_laundering,0.98380625,1,0.0,79.1974558635857,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80E4864B0,Low,mule_laundering,0.9833977,1,0.0,79.17702638554442,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
806E72870,Low,mule_laundering,0.98277885,1,0.0,79.14607814065056,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
802E48210,Low,mule_laundering,0.9826943,1,0.0,79.1418515576534,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80C1C8AC0,Medium,mule_laundering,0.9826801,1,0.0,79.14113917871381,True,True,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,ESCALATE to MLRO + hold outbound transfers
801F788B0,Low,mule_laundering,0.98253757,1,0.0,79.13401240865304,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80BC53290,Low,mule_laundering,0.9824044,1,0.0,79.12735360300024,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80B0202B0,Low,legit,0.98235947,1,0.0,79.1251061815758,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
803C16F80,Low,mule_laundering,0.9822782,1,0.0,79.12104353515468,True,True,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,ESCALATE to MLRO + hold outbound transfers
812A60050,High,mule_laundering,0.98224443,1,0.0,79.11935349808883,True,True,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,ESCALATE to MLRO + hold outbound transfers
801A5B470,Low,mule_laundering,0.98208654,1,0.0,79.11145771645309,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80610E010,Medium,mule_laundering,0.9819518,1,0.0,79.10471843284479,True,True,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,ESCALATE to MLRO + hold outbound transfers
80F00D2B0,Low,mule_laundering,0.9819332,1,0.0,79.10378846535882,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80071C080,Medium,mule_laundering,0.9817262,1,0.0,79.09343959641231,True,True,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,ESCALATE to MLRO + hold outbound transfers
8067EE4E0,Low,mule_laundering,0.9815938,1,0.0,79.08681655873974,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
812988BF0,Low,mule_laundering,0.9814833,1,0.0,79.08129040579423,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
8065B6980,Low,mule_laundering,0.9814383,1,0.0,79.07904000370478,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
808630600,Low,mule_laundering,0.98135686,1,0.0,79.07496841528862,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
804B57D80,Low,mule_laundering,0.9813432,1,0.0,79.07428584299923,True,True,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,ESCALATE to MLRO + hold outbound transfers
810F5ED30,Low,mule_laundering,0.9812556,1,0.0,79.06990426542107,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
806ACD410,High,mule_laundering,0.5808487,1,1.0,79.04665209760957,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster; linked AML case note with a fraud/laundering typology label,Investigate + enhanced monitoring
80B5B33D0,Medium,mule_laundering,0.9806253,1,0.0,79.03838373284353,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80D3B56B0,Low,mule_laundering,0.9805502,1,0.0,79.03463107558441,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
805F64240,Low,mule_laundering,0.98026556,1,0.0,79.02039541945294,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80D678DB0,Medium,mule_laundering,0.9801758,1,0.0,79.01590653793409,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
801908010,Medium,mule_laundering,0.98007816,1,0.0,79.01102420863273,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80DD29680,Low,mule_laundering,0.580036,1,1.0,79.0060107300734,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster; linked AML case note with a fraud/laundering typology label,Investigate + enhanced monitoring
8039DA070,Low,mule_laundering,0.97977406,1,0.0,78.995816855705,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
803C83D60,Medium,mule_laundering,0.9793885,1,0.0,78.9765349336961,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
803173180,Low,mule_laundering,0.97926736,1,0.0,78.97047822237717,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
8043EC7F0,Low,mule_laundering,0.9791804,1,0.0,78.96612943211423,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
800164D30,Medium,mule_laundering,0.9784371,1,0.0,78.92896053932539,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
800FF9AA0,Low,mule_laundering,0.9784157,1,0.0,78.92789048058351,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80D4EE160,Medium,mule_laundering,0.97826844,1,0.0,78.92052525732119,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
800154020,High,mule_laundering,0.97778404,1,0.0,78.89630139271053,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80D7CE220,Medium,mule_laundering,0.97742635,1,0.0,78.8784144219306,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
808FC9C70,Low,mule_laundering,0.9770304,1,0.0,78.85861386420837,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
8016221C0,Low,mule_laundering,0.97686654,1,0.0,78.8504200160707,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
801A655B0,Medium,mule_laundering,0.97670346,1,0.0,78.8422649165783,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
802043170,High,mule_laundering,0.9761437,1,0.0,78.81427349138343,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
8071AF070,Low,mule_laundering,0.97600937,1,0.0,78.80755507243026,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
801EE9E40,Low,mule_laundering,0.9759758,1,0.0,78.80587695802448,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80951DF30,Low,mule_laundering,0.9759543,1,0.0,78.80480093795256,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80491D7F0,Low,mule_laundering,0.97551936,1,0.0,78.7830510253078,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80A0E5560,Low,mule_laundering,0.9751203,1,0.0,78.76309547300457,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80ED24960,Medium,mule_laundering,0.97475034,1,0.0,78.74459448523068,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
812D0C600,Medium,mule_laundering,0.97468716,1,0.0,78.74143498031039,True,True,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,ESCALATE to MLRO + hold outbound transfers
811DB9C70,Low,mule_laundering,0.9746844,1,0.0,78.7412978697195,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80145D800,Medium,mule_laundering,0.974559,1,0.0,78.73502655051921,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80016BEA0,Medium,mule_laundering,0.974046,1,0.0,78.70937196669935,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
8055F7FF0,Low,mule_laundering,0.973885,1,0.0,78.70132119048262,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
806D34860,Medium,mule_laundering,0.9738428,1,0.0,78.69921087964906,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80ABCC020,Medium,mule_laundering,0.97379094,1,0.0,78.69661770108239,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
804DE3CB0,Low,mule_laundering,0.9731758,1,0.0,78.66585723808473,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
812D1B280,Medium,mule_laundering,0.9728104,1,0.0,78.6475827808523,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
8027EC510,Low,mule_laundering,0.97204894,1,0.0,78.60950478523262,True,True,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,ESCALATE to MLRO + hold outbound transfers
806200730,Low,legit,0.9715606,1,0.0,78.58508419673069,True,True,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,ESCALATE to MLRO + hold outbound transfers
80EA96640,Medium,mule_laundering,0.97091013,1,0.0,78.55255619937667,True,True,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,ESCALATE to MLRO + hold outbound transfers
80C233630,Low,mule_laundering,0.9706697,1,0.0,78.54053219668941,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
803CA44E0,High,mule_laundering,0.97043467,1,0.0,78.52877943451888,True,True,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,ESCALATE to MLRO + hold outbound transfers
804BDEEE0,Low,mule_laundering,0.9700202,1,0.0,78.50805188997569,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
80CD7D7D0,Low,mule_laundering,0.96995425,1,0.0,78.50475527446451,True,True,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster; anomalous login behaviour flagged by the access-anomaly model,ESCALATE to MLRO + hold outbound transfers
805EBB270,Low,mule_laundering,0.9698999,1,0.0,78.50203690796704,False,False,elevated transaction-model laundering/takeover score; member of a graph-detected candidate laundering cluster,Investigate + enhanced monitoring
