account_id,community_id,degree_centrality,betweenness_centrality,typology_ground_truth,graph_flagged_cluster
80ECFF1A0,104,7.758754461283815e-05,1.5321218930642757e-05,legit,1
80ECFF740,104,0.00012931257435473025,0.0006731305070061052,legit,1
80943E5F0,104,0.0001034500594837842,0.0005268583202273043,mule_laundering,1
800FD6B00,28,7.758754461283815e-05,4.603646708909867e-05,mule_laundering,1
80ED3C650,28,7.758754461283815e-05,3.0690978059399115e-05,mule_laundering,1
8028A6850,28,7.758754461283815e-05,3.0690978059399115e-05,mule_laundering,1
8104FB840,28,7.758754461283815e-05,4.603646708909867e-05,legit,1
8116288A0,28,5.17250297418921e-05,7.660609465321379e-06,legit,1
811635D20,48,5.17250297418921e-05,0.0,legit,0
8106C1010,48,5.17250297418921e-05,0.0,legit,0
8001FCB30,28,0.00012931257435473025,5.115882632629052e-05,mule_laundering,1
8119791C0,28,7.758754461283815e-05,1.5345489029699558e-05,legit,1
812747A00,28,0.00012931257435473025,0.0002448898659424974,account_takeover,1
81275CC50,28,7.758754461283815e-05,3.0690978059399115e-05,mule_laundering,1
81275CAF0,28,7.758754461283815e-05,1.5345489029699558e-05,legit,1
812A4F470,28,7.758754461283815e-05,1.5345489029699558e-05,legit,1
800060420,33,0.0001034500594837842,3.43898363037119e-05,mule_laundering,1
812BD4500,33,0.00012931257435473025,0.00024820438030520613,mule_laundering,1
81335D120,28,5.17250297418921e-05,7.672744514849779e-06,legit,1
81339C3E0,28,5.17250297418921e-05,0.00020664683822578544,legit,1
813AF2CD0,49,7.758754461283815e-05,0.0,legit,0
814183D00,49,5.17250297418921e-05,0.0,legit,0
81418CA30,28,0.0001034500594837842,3.0690978059399115e-05,mule_laundering,1
8141E6CE0,28,5.17250297418921e-05,7.672744514849779e-06,legit,1
814368D90,28,5.17250297418921e-05,7.672744514849779e-06,legit,1
1004286F0,50,0.0022500387937723063,0.006802345046709972,mule_laundering,1
8022ECAA0,50,5.17250297418921e-05,7.672744514849779e-06,legit,1
8039449A0,50,5.17250297418921e-05,7.672744514849779e-06,legit,1
805ADEAE0,51,7.758754461283815e-05,0.0,legit,0
805ADEBD0,51,5.17250297418921e-05,0.0,legit,0
8069CB490,50,5.17250297418921e-05,7.672744514849779e-06,legit,1
8040AECB0,50,7.758754461283815e-05,2.3018233544549336e-05,legit,1
80AA12700,50,5.17250297418921e-05,7.672744514849779e-06,legit,1
80AF11540,50,7.758754461283815e-05,1.5345489029699558e-05,legit,1
80B0F1A10,52,0.0001034500594837842,2.3018233544549336e-05,legit,1
80B0F1830,52,0.0001034500594837842,3.8372343635501535e-05,mule_laundering,1
80BC5EF60,50,7.758754461283815e-05,0.00022194060088796933,mule_laundering,1
80F9E8FD0,53,7.758754461283815e-05,0.0,legit,0
8038D2050,53,0.0001034500594837842,0.0,mule_laundering,0
812E15CE0,50,5.17250297418921e-05,7.672744514849779e-06,legit,1
803D99E70,19,0.00018103760409662236,0.00028427658006605387,mule_laundering,1
8040E0F50,19,7.758754461283815e-05,1.5345489029699558e-05,legit,1
100428738,54,0.0019914136450628456,0.004307852618957333,mule_laundering,1
80422F080,54,0.0001034500594837842,3.0690978059399115e-05,mule_laundering,1
8044072A0,54,5.17250297418921e-05,7.660609465321379e-06,mule_laundering,1
804555910,54,0.0001034500594837842,3.0690978059399115e-05,mule_laundering,1
804580200,55,7.758754461283815e-05,0.000596215354110091,mule_laundering,1
8045F7A50,54,7.758754461283815e-05,1.5345489029699558e-05,mule_laundering,1
80C4E4E10,56,7.758754461283815e-05,0.0,legit,0
8046E4BC0,56,5.17250297418921e-05,0.0,legit,0
804D628A0,57,7.758754461283815e-05,0.0,legit,0
804D64F10,57,7.758754461283815e-05,0.0,mule_laundering,0
8050D0110,58,0.0001034500594837842,3.248041217644367e-05,legit,1
80543C3C0,58,7.758754461283815e-05,4.345680401407956e-05,mule_laundering,1
80551FE90,59,5.17250297418921e-05,0.0,legit,0
80551B8D0,59,5.17250297418921e-05,0.0,legit,0
80563C370,3,0.0001034500594837842,3.0690978059399115e-05,mule_laundering,1
8058762D0,3,5.17250297418921e-05,7.672744514849779e-06,legit,1
1004287C8,60,0.0016810634666114932,0.004090890301805969,mule_laundering,1
80614A030,60,0.0001034500594837842,8.440018966334756e-05,mule_laundering,1
806340AB0,60,7.758754461283815e-05,1.5345489029699558e-05,legit,1
80639B830,60,0.0001034500594837842,0.0017197802935537037,mule_laundering,1
806AA8FE0,60,5.17250297418921e-05,7.672744514849779e-06,legit,1
8071A9610,60,7.758754461283815e-05,7.672744514849779e-06,mule_laundering,1
100428810,61,0.0018103760409662235,0.005357209025531165,mule_laundering,1
807E9EF30,61,5.17250297418921e-05,7.672744514849779e-06,legit,1
80815C2F0,61,5.17250297418921e-05,7.672744514849779e-06,legit,1
8082AC620,61,7.758754461283815e-05,7.672744514849779e-06,mule_laundering,1
8086740A0,61,5.17250297418921e-05,7.672744514849779e-06,legit,1
808DDE6E0,62,5.17250297418921e-05,0.0,mule_laundering,0
808DDF140,62,7.758754461283815e-05,0.0,mule_laundering,0
812061DF0,61,5.17250297418921e-05,7.672744514849779e-06,legit,1
100428858,42,0.0011896756840635184,0.0025395155151116283,mule_laundering,1
8087ED2E0,42,0.00012931257435473025,6.138195611879823e-05,mule_laundering,1
8087ED4B0,42,0.0001034500594837842,3.0690978059399115e-05,mule_laundering,1
809085EB0,42,5.17250297418921e-05,7.672744514849779e-06,legit,1
8090A6540,42,5.17250297418921e-05,7.672744514849779e-06,mule_laundering,1
809179420,63,7.758754461283815e-05,3.44842450105608e-08,legit,1
8091C8CD0,63,0.0001034500594837842,8.6210612526402e-08,mule_laundering,1
8096101F0,42,0.0001034500594837842,0.0002219578430104746,mule_laundering,1
80963CB30,42,0.0001034500594837842,4.8847651479230434e-05,mule_laundering,1
1004288A0,12,0.0014224383179020327,0.0015829214944566123,mule_laundering,1
80A103EE0,12,5.17250297418921e-05,7.672744514849779e-06,mule_laundering,1
80A7AC970,12,0.0001034500594837842,5.1438506175348284e-05,legit,1
80A8C4650,12,0.00012931257435473025,3.0690978059399115e-05,account_takeover,1
80AD61E20,12,7.758754461283815e-05,2.3018233544549336e-05,mule_laundering,1
80AFFC470,60,0.00018103760409662236,0.0001400992511026654,account_takeover,1
80B03BD30,12,0.00012931257435473025,3.8363722574248894e-05,account_takeover,1
80B0778E0,12,7.758754461283815e-05,1.5345489029699558e-05,legit,1
80A43F260,64,7.758754461283815e-05,0.0,legit,0
80A4453C0,64,0.0001034500594837842,0.0,legit,0
1004288E8,36,0.0013707132881601407,0.006658545687056965,mule_laundering,1
80BED90C0,36,5.17250297418921e-05,7.672744514849779e-06,mule_laundering,1
80C1EAEF0,36,0.00012931257435473025,6.9054700633648e-05,mule_laundering,1
80C39B650,0,7.758754461283815e-05,0.0037321721937944113,mule_laundering,1
80C950570,36,5.17250297418921e-05,7.672744514849779e-06,legit,1
80C64E3A0,36,0.0001034500594837842,0.002736471629676473,mule_laundering,1
80CC20EF0,36,5.17250297418921e-05,7.672744514849779e-06,legit,1
80C783F00,36,5.17250297418921e-05,7.672744514849779e-06,legit,1
80CC3DC50,36,7.758754461283815e-05,2.3018233544549336e-05,legit,1
80CE3D700,65,7.758754461283815e-05,0.0,mule_laundering,0
80D9076D0,65,5.17250297418921e-05,0.0,legit,0
100428978,99,0.0023017638235141983,0.005348016098157821,mule_laundering,1
80E94C640,99,5.17250297418921e-05,7.672744514849779e-06,legit,1
80E9C1300,99,7.758754461283815e-05,1.5345489029699558e-05,legit,1
80EB40D10,99,5.17250297418921e-05,7.672744514849779e-06,legit,1
80EE01F40,99,7.758754461283815e-05,1.5345489029699558e-05,mule_laundering,1
80EE3B820,67,5.17250297418921e-05,0.0,legit,0
80EE38A10,67,5.17250297418921e-05,0.0,legit,0
80F04A150,99,5.17250297418921e-05,7.672744514849779e-06,legit,1
80F3FE820,99,7.758754461283815e-05,1.5345489029699558e-05,legit,1
80F70E8B0,68,5.17250297418921e-05,1.72421225052804e-08,legit,0
80F70E060,68,5.17250297418921e-05,3.44842450105608e-08,legit,0
80FAAE6B0,69,5.17250297418921e-05,0.0,legit,0
80FAAE610,69,5.17250297418921e-05,0.0,legit,0
80FC59DE0,99,5.17250297418921e-05,7.672744514849779e-06,mule_laundering,1
80FCB3830,99,7.758754461283815e-05,0.0002143023406181301,mule_laundering,1
80FCD5360,99,7.758754461283815e-05,1.5345489029699558e-05,legit,1
1004289C0,70,0.001603475921998655,0.0029101599206862367,mule_laundering,1
8105EC700,70,5.17250297418921e-05,7.672744514849779e-06,legit,1
8108587A0,70,7.758754461283815e-05,2.3018233544549336e-05,mule_laundering,1
810C67A80,70,7.758754461283815e-05,0.00021430234061813015,legit,1
8117B2DD0,70,5.17250297418921e-05,7.672744514849779e-06,legit,1
100428A08,71,0.001034500594837842,0.0036367522450894913,mule_laundering,1
811C2D390,71,0.00012931257435473025,3.8363722574248894e-05,mule_laundering,1
811A52150,72,7.758754461283815e-05,0.0,legit,1
8123789D0,72,7.758754461283815e-05,0.0,mule_laundering,1
8123B7940,71,7.758754461283815e-05,1.5345489029699558e-05,legit,1
8013C4030,42,7.758754461283815e-05,4.064333611966998e-05,mule_laundering,1
80BC62F10,42,0.00012931257435473025,3.4527430488528895e-05,mule_laundering,1
80F025640,42,0.0001034500594837842,2.53218145937645e-05,mule_laundering,1
80FD27570,42,7.758754461283815e-05,3.75636414008087e-05,mule_laundering,1
8090E8EB0,42,0.00012931257435473025,0.00040092468209407907,mule_laundering,1
804ABCE90,42,7.758754461283815e-05,0.00012832178169520112,mule_laundering,1
805494C30,42,0.0001034500594837842,0.00031688906873637504,mule_laundering,1
801B949C0,42,7.758754461283815e-05,0.00027349296113680834,mule_laundering,1
803DE1580,42,0.0001551750892256763,0.0003806477848205973,mule_laundering,1
80ACEE280,42,0.00012931257435473025,7.060152397259468e-05,mule_laundering,1
812D0C3C0,71,0.00012931257435473025,2.6854605801974226e-05,mule_laundering,1
812D127D0,71,0.0001034500594837842,3.8363722574248894e-05,mule_laundering,1
811C597B0,71,0.0001551750892256763,2.3018233544549336e-05,mule_laundering,1
811C599A0,71,0.0001034500594837842,7.672744514849779e-06,mule_laundering,1
812D22980,71,0.00012931257435473025,7.672744514849779e-05,mule_laundering,1
811B83280,71,0.00012931257435473025,1.5345489029699558e-05,mule_laundering,1
813C8DC71,74,5.17250297418921e-05,0.0,legit,0
813DD3411,74,5.17250297418921e-05,0.0,legit,0
100428A51,75,0.0012931257435473025,1.7500754342859605e-05,mule_laundering,1
814246FD1,75,5.17250297418921e-05,1.2069485753696282e-07,legit,1
8146D5061,75,7.758754461283815e-05,2.4138971507392564e-07,legit,1
81471A7D1,75,7.758754461283815e-05,2.4138971507392564e-07,legit,1
800819FE0,2,7.758754461283815e-05,7.672744514849779e-06,legit,1
8008CF190,2,7.758754461283815e-05,1.5345489029699558e-05,mule_laundering,1
801318F70,2,0.0001034500594837842,3.8363722574248894e-05,mule_laundering,1
800836F80,3,0.0001034500594837842,2.3018233544549336e-05,mule_laundering,1
803406FD0,3,5.17250297418921e-05,7.672744514849779e-06,legit,1
800F41830,76,7.758754461283815e-05,1.5345489029699558e-05,legit,1
804427530,76,0.0001034500594837842,0.00012276391223759646,mule_laundering,1
805B66DC0,2,7.758754461283815e-05,1.5345489029699558e-05,mule_laundering,1
8066AD800,2,7.758754461283815e-05,1.5345489029699558e-05,legit,1
8070F7370,42,0.0001034500594837842,0.0007235627030347172,mule_laundering,1
809FC35A0,2,5.17250297418921e-05,7.672744514849779e-06,mule_laundering,1
80D016D30,2,0.00012931257435473025,3.8363722574248894e-05,mule_laundering,1
80E3FAC60,2,5.17250297418921e-05,7.672744514849779e-06,legit,1
80E449920,2,7.758754461283815e-05,1.5345489029699558e-05,legit,1
80FE25690,58,0.00012931257435473025,0.0015834642188888174,mule_laundering,1
80D263D60,2,7.758754461283815e-05,3.8363722574248894e-05,mule_laundering,1
8126F9E00,2,0.0001034500594837842,2.3018233544549336e-05,legit,1
8127331A0,77,5.17250297418921e-05,0.0,mule_laundering,0
8127332E0,77,5.17250297418921e-05,0.0,mule_laundering,0
813D73C60,2,5.17250297418921e-05,7.672744514849779e-06,legit,1
801ADF5B0,42,7.758754461283815e-05,0.0011943620813209073,mule_laundering,1
8040B0040,31,7.758754461283815e-05,2.3018233544549336e-05,mule_laundering,1
8072445F0,28,5.17250297418921e-05,7.672744514849779e-06,mule_laundering,1
80800B6F0,78,7.758754461283815e-05,0.00018292458347060096,mule_laundering,1
808BE4E00,28,7.758754461283815e-05,7.672744514849779e-06,mule_laundering,1
809419B70,28,0.00012931257435473025,3.8363722574248894e-05,account_takeover,1
809BFD6B0,12,0.00046552526767702887,0.002250021724049473,mule_laundering,1
80D3F0070,28,7.758754461283815e-05,0.0002372171214276476,mule_laundering,1
80DD030F0,28,5.17250297418921e-05,7.672744514849779e-06,mule_laundering,1
80E758BA0,28,5.17250297418921e-05,7.672744514849779e-06,legit,1
811B12170,28,0.0001034500594837842,3.0690978059399115e-05,mule_laundering,1
811B121C0,28,5.17250297418921e-05,7.672744514849779e-06,mule_laundering,1
8128EEE80,28,5.17250297418921e-05,7.672744514849779e-06,legit,1
8035D5A00,50,0.0001034500594837842,5.370921160394845e-05,mule_laundering,1
807507390,50,5.17250297418921e-05,7.672744514849779e-06,mule_laundering,1
8075086A0,50,0.0001034500594837842,3.0690978059399115e-05,mule_laundering,1
803A16D10,54,7.758754461283815e-05,1.5345489029699558e-05,legit,1
803B12D70,54,0.0001034500594837842,3.8363722574248894e-05,mule_laundering,1
803B7A830,54,7.758754461283815e-05,1.5345489029699558e-05,legit,1
8044336A0,54,5.17250297418921e-05,7.672744514849779e-06,mule_laundering,1
804773080,54,7.758754461283815e-05,0.00021430234061813015,legit,1
809A69210,42,5.17250297418921e-05,0.0002066468382257856,legit,1
80A370450,12,5.17250297418921e-05,7.672744514849779e-06,mule_laundering,1
80A50D000,12,7.758754461283815e-05,3.0690978059399115e-05,mule_laundering,1
80A50D050,12,7.758754461283815e-05,1.5345489029699558e-05,mule_laundering,1
80A43EA30,36,0.00012931257435473025,5.362426625724965e-05,mule_laundering,1
80C734F80,36,7.758754461283815e-05,1.5345489029699558e-05,mule_laundering,1
80C7351B0,36,7.758754461283815e-05,3.0690978059399115e-05,mule_laundering,1
80CB6AA80,36,5.17250297418921e-05,7.672744514849779e-06,mule_laundering,1
80F1D73F0,99,5.17250297418921e-05,7.672744514849779e-06,mule_laundering,1
8000DD890,52,0.0001034500594837842,0.0009871259320417514,mule_laundering,1
80F52D550,52,0.0001034500594837842,0.000958494513385109,mule_laundering,1
80BEA98A0,52,7.758754461283815e-05,0.0007548358453377713,mule_laundering,1
8038D3520,79,0.0001034500594837842,0.0,mule_laundering,0
801C0F2B0,79,7.758754461283815e-05,0.0,mule_laundering,0
80C1B9E20,79,7.758754461283815e-05,0.0,mule_laundering,0
80F6B88B0,80,7.758754461283815e-05,0.0,mule_laundering,0
8064545E0,80,7.758754461283815e-05,0.0,mule_laundering,0
80662A070,80,7.758754461283815e-05,0.0,mule_laundering,0
8014BDC90,81,5.17250297418921e-05,0.0,mule_laundering,0
80537F610,81,7.758754461283815e-05,0.0,mule_laundering,0
806C8F2A0,81,5.17250297418921e-05,0.0,mule_laundering,0
80195DE20,82,5.17250297418921e-05,0.0,mule_laundering,0
801E2BC20,82,0.0001034500594837842,0.0,mule_laundering,0
807E97240,82,7.758754461283815e-05,0.0,mule_laundering,0
8009CF210,2,5.17250297418921e-05,7.672744514849779e-06,mule_laundering,1
8011AB110,2,0.0001034500594837842,0.0002449243501875081,mule_laundering,1
